-0.862471	0.506107	  1
-0.733134	0.680085	 15
-0.758434	-0.651750	 31
-0.634172	-0.773192	  8
-0.644495	-0.764609	  3
-0.393296	0.919412	 11
-0.208659	0.977988	 29
-0.141909	0.989880	 12
-0.072266	0.997385	 26
-0.227102	0.973871	 18
-0.671932	0.740613	 32
-0.992925	-0.118744	  9
0.701131	-0.713032	 27
-0.620736	0.784020	  2
-0.644141	0.764907	 34
0.999883	0.015272	 20
0.581754	0.813365	 10
0.880141	0.474713	  4
0.422559	-0.906335	 22
-0.383387	-0.923588	 14
-0.994056	0.108872	 17
-0.665522	-0.746378	  6
-0.132077	-0.991240	 25
0.437835	-0.899055	  7
0.458239	-0.888829	 28
0.440060	0.897968	 23
0.719616	0.694372	 21
0.886794	0.462166	 19
0.693128	0.720814	 30
-0.132169	-0.991227	 16
0.880197	0.474608	 24
0.646814	0.762648	 13
0.784462	-0.620177	 33
-0.754924	-0.655812	  5
